Channel,Total Posts,Avg Views/Post,Posts/Week,Avg Price (ETB),Lending Score (%),Engagement Rate,Product Diversity,Price Range (ETB)
ethio_brand_collection,200,33400.29,8.97,3740.1,84.92,3721.75,104,1900 - 5400
